ATP_prod_eq_cons_frac,ATP_conc,ATP_energy,Fract_success_sims,Enz1_L,Enz1_n,Enz1_Vmax,Enz1_Keq,Enz2_Vmax,Enz2_Keq,ATPase_Vmax,ATPase_Keq
1,0.085079844,15.63179388,1,0.000299615,1,0.0012802,27.21838366,0.04540306,24.30959486,0.0001,1000
1,0.08502744,18.04701727,1,3.57E-05,2,0.018194297,340.3978434,0.034448381,342.0902454,0.0001,1000
1,0.085021364,15.10859205,1,0.000680972,2,0.006863555,356.7118001,0.007404279,24.03722845,0.0001,1000
1,0.084916762,15.262213,1,0.000281895,2,0.032758805,16.87499254,0.071876318,23.07716792,0.0001,1000
1,0.084877314,14.47801,0.97,0.001463793,3,0.00451439,190.2367793,0.001605405,13.51609402,0.0001,1000
1,0.084722829,15.68925972,1,0.000170495,4,0.016164211,17.70294249,0.050432074,35.52851054,0.0001,1000
1,0.084517804,15.90446635,1,0.000167528,2,0.071164806,14.45953928,0.06028843,59.78772156,0.0001,1000
1,0.084446669,18.36926464,1,1.88E-05,3,0.090996432,16.3785252,0.043876122,727.3017652,0.0001,1000
1,0.084388311,18.72104557,1,1.24E-05,2,0.046491287,26.1014117,0.087299314,719.5295222,0.0001,1000
1,0.08432878,16.14971291,0.08,0.000152832,3,0.03390358,3786.571602,0.001975691,655.2461308,0.0001,1000
1,0.084294404,16.28740345,1,3.43E-05,1,0.041656555,14.37131912,0.098627893,61.7362731,0.0001,1000
1,0.084293739,16.24291291,1,1.49E-05,1,0.001900125,13.32388389,0.069267151,54.41029383,0.0001,1000
1,0.084110352,16.82786592,1,0.000241541,1,0.016672648,130.8713712,0.032152175,66.42387386,0.0001,1000
1,0.083978487,17.95511338,1,2.97E-05,3,0.012555025,17.48026513,0.005825833,476.3062133,0.0001,1000
1,0.083932496,16.93252693,1,0.000225345,1,0.009217911,163.7646092,0.024680256,65.87575131,0.0001,1000
